id,name,link,Average prices,Cuisine,Meals,Restaurant features,Good for,Open Hours,Address,Location,Phone Number
129,The Bright Lotus,/Restaurant_Review-g293940-d3307847-Reviews-The_Bright_Lotus-Phnom_Penh.html,,"Asian, Vietnamese, Cambodian","Lunch, Breakfast, Dinner","Outdoor Seating, Seating, Waitstaff","Cheap Eats, Child-friendly",,"#22 Str. 178, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(0)23 990 446
130,Poki Poke,/Restaurant_Review-g293940-d8706130-Reviews-Poki_Poke-Phnom_Penh.html,,"Japanese, Sushi, Asian, Fast food","Lunch, Dinner","Cash Only, Takeout, Seating, Delivery","Cheap Eats, Child-friendly","Sunday
10:00 - 21:00


Monday
10:00 - 21:00


Tuesday
10:00 - 21:00


Wednesday
10:00 - 21:00


Thursday
10:00 - 21:00


Friday
10:00 - 21:00


Saturday
10:00 - 21:00","No. 71 Samdach Sothearos Blvd | Sangkat Tonle Basac, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85517570923
131,Le Royal,/Restaurant_Review-g293940-d2364281-Reviews-Le_Royal-Phnom_Penh.html,,"European, French, Asian, Cambodian",Dinner,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",Business meetings,,"92 Rukhak Vithei Daun Penh | Sangkat Wat Phnom, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
132,Bistrot Bassac,/Restaurant_Review-g293940-d7713451-Reviews-Bistrot_Bassac-Phnom_Penh.html,,"French, European, Asian","Lunch, Dinner","Seating, Waitstaff, Reservations, Outdoor Seating, Serves Alcohol",,"Sunday
11:00 - 22:00


Tuesday
11:00 - 22:00


Wednesday
11:00 - 22:00


Thursday
11:00 - 22:00


Friday
11:00 - 22:00


Saturday
11:00 - 22:00","#38 Street 308, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",70902021
133,Aperitivo,/Restaurant_Review-g293940-d6434200-Reviews-Aperitivo-Phnom_Penh.html,,"Italian, Pizza","Lunch, Dinner","Accepts Mastercard, Accepts Visa, Reservations, Seating, Waitstaff, Serves Alcohol, Delivery, Takeout",,"Sunday
11:30 - 23:00


Monday
11:30 - 23:00


Tuesday
11:30 - 23:00


Wednesday
11:30 - 23:00


Thursday
11:30 - 23:00


Friday
11:30 - 23:00


Saturday
11:30 - 23:00","# 96 Sothearos Blv, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 86 211 898
134,La Coupole,/Restaurant_Review-g293940-d2416986-Reviews-La_Coupole-Phnom_Penh.html,"US$5 -
US$30","French, International, European, Asian","Breakfast, Lunch, Dinner, Brunch","Reservations, Seating, Waitstaff, Serves Alcohol, Buffet, Validated Parking, Wheelchair Accessible","Romantic, Groups, Local cuisine, Business meetings, Child-friendly","Sunday
06:30 - 22:00


Monday
06:30 - 22:00


Tuesday
06:30 - 22:00


Wednesday
06:30 - 22:00


Thursday
06:30 - 22:00


Friday
06:30 - 22:00


Saturday
06:30 - 22:00","26 Sothearos Blvd Sofitel Phnom Penh Phokeethra, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 999 200
135,Aussie XL Cafe,/Restaurant_Review-g293940-d1596018-Reviews-Aussie_XL_Cafe-Phnom_Penh.html,"US$5 -
US$18","Australian, Bar, European, Pizza, Pub","Lunch, Dinner, Breakfast, Drinks","Takeout, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Cash Only, Free Wifi, Delivery, Reservations","Bar Scene, Child-friendly","Sunday
09:00 - 22:30


Monday
09:00 - 22:30


Tuesday
09:00 - 22:30


Wednesday
09:00 - 22:30


Thursday
09:00 - 22:30


Friday
09:00 - 22:30


Saturday
09:00 - 22:30","#205A st 51 | Pasteur, Phnom Penh BKK1, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 301 001
136,Evergreen Vegetarian Restaurant,/Restaurant_Review-g293940-d2518877-Reviews-Evergreen_Vegetarian_Restaurant-Phnom_Penh.html,,"Asian, Vegetarian Friendly, Vegan Options, Chinese, Cambodian","Lunch, Dinner, Breakfast","Seating, Waitstaff, Takeout","Child-friendly, Cheap Eats",,"109, St 130, Sangkat Phsar Chas, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855-16666159
137,La Marmite,/Restaurant_Review-g293940-d1367466-Reviews-La_Marmite-Phnom_Penh.html,,"French, European","Lunch, Dinner, After-hours","Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar","Romantic, Child-friendly",,"80 rue 108, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
138,On the corner Le resto du coin,/Restaurant_Review-g293940-d1563757-Reviews-On_the_corner_Le_resto_du_coin-Phnom_Penh.html,"US$2 -
US$10","European, Asian, Cambodian, French, Bar, International","Breakfast, Lunch, Dinner, After-hours","Outdoor Seating, Seating, Waitstaff, Street Parking, Serves Alcohol, Cash Only, Parking Available, Valet Parking, Full Bar","Child-friendly, Cheap Eats, Local cuisine","Sunday
07:00 - 23:00


Monday
07:00 - 23:00


Tuesday
07:00 - 23:00


Wednesday
07:00 - 23:00


Thursday
07:00 - 23:00


Friday
07:00 - 23:00


Saturday
07:00 - 23:00","191 Sisowath Quay, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512210355
139,Anjali Restaurant & Bar,/Restaurant_Review-g293940-d1763146-Reviews-Anjali_Restaurant_Bar-Phnom_Penh.html,"US$2 -
US$6","Indian, Asian, Vegetarian Friendly, Cambodian, International","Breakfast, Lunch, Dinner, After-hours","Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Free Wifi, Reservations, Wheelchair Accessible, Full Bar","Child-friendly, Cheap Eats","Sunday
07:00 - 23:30


Monday
07:00 - 23:30


Tuesday
07:00 - 23:30


Wednesday
07:00 - 23:30


Thursday
07:00 - 23:30


Friday
07:00 - 23:30


Saturday
07:00 - 23:30","273b Sisowath Quay | The Riverside, Phnom Penh -, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85589788841
140,Aroma Chef,/Restaurant_Review-g293940-d3704730-Reviews-Aroma_Chef-Phnom_Penh.html,US$5,"Asian, International, Cambodian","Lunch, Dinner, Breakfast, After-hours","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol",,,"St 172 Ounaloam Pagoda, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 92 581 753
141,Frizz,/Restaurant_Review-g293940-d1205260-Reviews-Frizz-Phnom_Penh.html,"US$5 -
US$10","Asian, Cambodian","Breakfast, Lunch, Dinner, After-hours","Reservations, Seating, Waitstaff, Serves Alcohol, Free Wifi, Delivery","Child-friendly, Cheap Eats","Sunday
10:00 - 22:00


Monday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","67 Street 240, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 - 22 09 53
142,Chinese Noodle Restaurant,/Restaurant_Review-g293940-d3947194-Reviews-Chinese_Noodle_Restaurant-Phnom_Penh.html,,"Chinese, Asian, Soups","Lunch, Dinner","Takeout, Seating, Waitstaff","Child-friendly, Cheap Eats",,"551 Monivong Blvd,, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12937805
143,Score - Sports Bar & Grill,/Restaurant_Review-g293940-d2061351-Reviews-Score_Sports_Bar_Grill-Phnom_Penh.html,"US$5 -
US$10","American, Bar, British, Pub, International, Cambodian","Breakfast, Lunch, Dinner, After-hours, Drinks","Takeout, Television, Wheelchair Accessible, Seating, Waitstaff, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Free Wifi, Delivery, Reservations, Outdoor Seating","Bar Scene, Groups","Sunday
08:00 - 00:00


Monday
08:00 - 00:00


Tuesday
08:00 - 00:00


Wednesday
08:00 - 00:00


Thursday
08:00 - 00:00


Friday
08:00 - 02:00


Saturday
08:00 - 02:00","No. 5, Street 282, Wat Lanka, (between St. 51 and 57) | near Wat Langka (between street 51 and 57), Phnom Penh 12302, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85523221357
144,Sushi Tei,/Restaurant_Review-g293940-d9740897-Reviews-Sushi_Tei-Phnom_Penh.html,"US$6 -
US$25","Japanese, Sushi, Asian, Seafood, Soups","Brunch, Drinks, Lunch, Dinner","Highchairs Available, Reservations, Private Dining, Waitstaff, Parking Available, Street Parking, Free Off-Street Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Visa, Cash Only, Free Wifi, Takeout, Seating","Romantic, Special Occasion Dining, Groups, Business meetings, Child-friendly","Sunday
11:00 - 14:3017:30 - 22:00


Monday
11:00 - 14:3017:30 - 22:00


Tuesday
11:00 - 14:3017:30 - 22:00


Wednesday
11:00 - 14:3017:30 - 22:00


Thursday
11:00 - 14:3017:30 - 22:00


Friday
11:00 - 14:3017:30 - 22:00


Saturday
11:00 - 14:3017:30 - 22:00","# 36 Samdech Monireth Boulevard | Sangkat Toul Svay Prey 2, Khan Chamkarmon, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523222969
145,123 Street,/Restaurant_Review-g293940-d7101815-Reviews-123_Street-Phnom_Penh.html,"US$4 -
US$10","Japanese, Asian, Barbecue, Grill","Lunch, Dinner","Seating, Waitstaff, Serves Alcohol, Takeout","Cheap Eats, Child-friendly","Sunday
11:30 - 15:0017:30 - 23:00


Monday
11:30 - 15:0017:30 - 23:00


Tuesday
11:30 - 15:0017:30 - 23:00


Wednesday
11:30 - 15:0017:30 - 23:00


Thursday
11:30 - 15:0017:30 - 23:00


Friday
11:30 - 15:0017:30 - 23:00


Saturday
11:30 - 15:0017:30 - 23:00","#52D, Street123, Plum4, Sangkat Toul Tom Pong1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",8.5597E+11
146,Himawari Microbrewery,/Restaurant_Review-g293940-d4064102-Reviews-Himawari_Microbrewery-Phnom_Penh.html,,"Brew Pub, Bar, Pub","Lunch, Dinner, Drinks","Outdoor Seating, Waitstaff, Serves Alcohol",,,"313 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23214555
147,Chiang Mai Riverside,/Restaurant_Review-g293940-d1219862-Reviews-Chiang_Mai_Riverside-Phnom_Penh.html,,"Asian, Thai, Vegetarian Friendly, Cambodian","Lunch, Dinner, After-hours","Takeout, Seating, Waitstaff, Serves Alcohol, Reservations","Child-friendly, Cheap Eats",,"227 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85581872858
148,The Boston restaurant,/Restaurant_Review-g293940-d3331223-Reviews-The_Boston_restaurant-Phnom_Penh.html,US$11,"European, Asian, Cambodian, International","Breakfast, Lunch, Dinner, After-hours","Waitstaff, Delivery, Reservations, Seating, Serves Alcohol",,"Sunday
07:30 - 23:30


Monday
07:30 - 23:30


Tuesday
07:30 - 23:30


Wednesday
07:30 - 23:30


Thursday
07:30 - 23:30


Friday
07:30 - 23:30


Saturday
07:30 - 23:30","No. 54, St. 172, Phnom Penh, Cambodia, Phnom Penh none, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",8.55237E+11
149,Sam Doo,/Restaurant_Review-g293940-d1372000-Reviews-Sam_Doo-Phnom_Penh.html,,"Chinese, Asian","Breakfast, Lunch, Dinner, After-hours","Takeout, Seating, Waitstaff, Serves Alcohol, Reservations","Groups, Child-friendly","Sunday
07:00 - 02:00


Monday
07:00 - 02:00


Wednesday
07:00 - 02:00


Thursday
07:00 - 02:00


Friday
07:00 - 02:00


Saturday
07:00 - 02:00","56 Kampachea Krom Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
150,Divine Pizza and Ribs,/Restaurant_Review-g293940-d2155510-Reviews-Divine_Pizza_and_Ribs-Phnom_Penh.html,"US$3 -
US$12","Italian, American, Pizza","Lunch, Dinner","Delivery, Takeout, Seating, Waitstaff, Wheelchair Accessible","Child-friendly, Cheap Eats","Sunday
11:00 - 21:00


Monday
11:00 - 21:00


Wednesday
11:00 - 21:00


Thursday
11:00 - 21:00


Friday
11:00 - 21:00


Saturday
11:00 - 21:00","454 #96 Street | Toul Tom Poung Market, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",017-704400
151,spicy planet,/Restaurant_Review-g293940-d7296215-Reviews-Spicy_planet-Phnom_Penh.html,,"Indian, Asian, Chinese",Breakfast,"Takeout, Waitstaff, Seating, Serves Alcohol","Cheap Eats, Child-friendly",,"#63 Street No. 172 | Natural House Inn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23987307
152,Opera Cafe,/Restaurant_Review-g293940-d3806098-Reviews-Opera_Cafe-Phnom_Penh.html,,"Italian, Cafe","Breakfast, Lunch, Dinner, After-hours","Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Reservations",Child-friendly,"Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","#188 St. 13 / St 178 | Near National Museum, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",963497242
153,Lemongrass Restaurant,/Restaurant_Review-g293940-d1225230-Reviews-Lemongrass_Restaurant-Phnom_Penh.html,"US$4 -
US$9","Asian, Cambodian, Thai","Lunch, Dinner, After-hours","Takeout, Seating, Waitstaff, Street Parking, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi, Delivery, Reservations, Wheelchair Accessible","Local cuisine, Child-friendly, Romantic","Sunday
10:00 - 23:00


Monday
10:00 - 23:00


Tuesday
10:00 - 23:00


Wednesday
10:00 - 23:00


Thursday
10:00 - 23:00


Friday
10:00 - 23:00


Saturday
10:00 - 23:00","#14, Street 130 | Phsa Kandal 1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512996707
154,The Empire,/Restaurant_Review-g293940-d2061334-Reviews-The_Empire-Phnom_Penh.html,"US$2 -
US$12","Bar, Asian, Cambodian, International, Pub","Lunch, Dinner, After-hours, Drinks","Takeout, Serves Alcohol, Seating, Waitstaff, Full Bar, Cash Only, Free Wifi, Delivery, Reservations, Outdoor Seating","Cheap Eats, Bar Scene, Local cuisine","Sunday
13:00 - 23:00


Monday
16:00 - 23:00


Tuesday
16:00 - 23:00


Wednesday
16:00 - 23:00


Thursday
16:00 - 23:00


Friday
16:00 - 23:00


Saturday
13:00 - 23:00","No. 34, Street 130, Psar Kandal I | Khan Daun Penh, Phnom Penh No. 34, Street 130, Psar Kandal I, Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 (0) 1525 1971
155,Pepper Tree,/Restaurant_Review-g293940-d7732871-Reviews-Pepper_Tree-Phnom_Penh.html,,"European, Asian, Cambodian, Italian, Indian, International","Breakfast, Lunch, Dinner","Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible","Cheap Eats, Child-friendly",,"261 Preah Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",069 383 845
156,"Tom Yum Kung Restaurant, Phnom Penh",/Restaurant_Review-g293940-d1872013-Reviews-Tom_Yum_Kung_Restaurant_Phnom_Penh-Phnom_Penh.html,"US$2 -
US$6","Asian, Thai, Cambodian","Breakfast, Lunch, Dinner","Takeout, Reservations, Seating, Waitstaff, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery","Cheap Eats, Groups, Business meetings, Child-friendly","Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","278 St. | #10, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 720 234
157,Stonegrill,/Restaurant_Review-g293940-d3243653-Reviews-Stonegrill-Phnom_Penh.html,"US$8 -
US$85","Asian, Japanese, American, Steakhouse, Australian","Lunch, Dinner, After-hours","Reservations, Waitstaff, Private Dining, Seating, Serves Alcohol","Business meetings, Romantic","Sunday
11:00 - 23:00


Monday
11:00 - 23:00


Tuesday
11:00 - 23:00


Wednesday
11:00 - 23:00


Thursday
11:00 - 23:00


Friday
11:00 - 23:00


Saturday
11:00 - 23:00","649 Preah Sisovath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23 999 950
158,Fresh Chilli Restaurant,/Restaurant_Review-g293940-d8546588-Reviews-Fresh_Chilli_Restaurant-Phnom_Penh.html,,"Asian, Cambodian","Lunch, Dinner","Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Takeout, Reservations, Wheelchair Accessible","Cheap Eats, Groups, Child-friendly",,"Street 172, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",16557055
159,Touk,/Restaurant_Review-g293940-d1741426-Reviews-Touk-Phnom_Penh.html,"US$5 -
US$12","Bar, European, Asian, Cambodian, Italian, Thai, Pub","Dinner, Breakfast, Lunch, After-hours, Drinks","Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Reservations","Child-friendly, View, Bar Scene","Sunday
08:00 - 12:00


Monday
08:00 - 12:00


Tuesday
08:00 - 12:00


Wednesday
08:00 - 12:00


Thursday
08:00 - 12:00


Friday
08:00 - 12:00


Saturday
08:00 - 12:00","Sisowath Quay Corner Street 178., Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 219 059
160,Doors Music+Tapas,/Restaurant_Review-g293940-d3626006-Reviews-Doors_Music_Tapas-Phnom_Penh.html,"US$10 -
US$30","European, Spanish, Latin, Mediterranean","Dinner, Breakfast, Lunch, After-hours, Drinks","Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar","Groups, Business meetings, Bar Scene",,"84 #18 St. 47 | Sangkat Srass Chork Khanh Daun Penh, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23986114
161,Irina Russian Restaurant,/Restaurant_Review-g293940-d1219873-Reviews-Irina_Russian_Restaurant-Phnom_Penh.html,"US$5 -
US$100",Eastern European,"Breakfast, After-hours","Takeout, Seating, Waitstaff, Parking Available, Street Parking, Serves Alcohol, Cash Only, Free Wifi, Delivery, Reservations, Outdoor Seating, Private Dining, Wheelchair Accessible",,"Sunday
09:00 - 23:00


Monday
09:00 - 23:00


Wednesday
09:00 - 23:00


Thursday
09:00 - 23:00


Friday
09:00 - 23:00


Saturday
09:00 - 23:00","H. 22, Street 29, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512833524
162,Little Penguins Bar & Restaurant,/Restaurant_Review-g293940-d9768801-Reviews-Little_Penguins_Bar_Restaurant-Phnom_Penh.html,"US$2 -
US$8","European, Asian, Vegetarian Friendly, Bar, Pub, Cambodian","Breakfast, Lunch, Dinner, Brunch","Seating, Waitstaff, Wheelchair Accessible",Cheap Eats,"Sunday
07:00 - 00:00


Monday
07:00 - 00:00


Tuesday
07:00 - 00:00


Wednesday
07:00 - 00:00


Thursday
07:00 - 00:00


Friday
07:00 - 00:00


Saturday
07:00 - 00:00","#43Eo,Sangkat Chey Cum Neas,Khan Daun Penh | Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85515530530
163,Tonle Bassac,/Restaurant_Review-g293940-d1945340-Reviews-Tonle_Bassac-Phnom_Penh.html,,"Chinese, Japanese, American, Asian, Thai, Vietnamese, Cambodian","Lunch, Dinner","Waitstaff, Parking Available, Serves Alcohol, Reservations, Seating, Highchairs Available","Child-friendly, Groups","Sunday
11:00 - 14:0018:00 - 22:00


Monday
11:00 - 14:0018:00 - 22:00


Tuesday
11:00 - 14:00


Wednesday
11:00 - 14:00


Thursday
11:00 - 14:00


Friday
11:00 - 14:00


Saturday
11:00 - 14:00","177 Street, Mao Tse Tong | Sk Toul Svay Prey, Khan Chamkamorn, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12 913 888
164,Cafe Yejj,/Restaurant_Review-g293940-d1128113-Reviews-Cafe_Yejj-Phnom_Penh.html,US$10,"Cafe, Asian, Fusion, Cambodian","Breakfast, Lunch, Dinner, Brunch, After-hours","Seating, Waitstaff, Takeout, Reservations, Serves Alcohol","Child-friendly, Cheap Eats","Monday
08:00 - 21:00


Tuesday
08:00 - 21:00


Wednesday
08:00 - 21:00


Thursday
08:00 - 21:00


Friday
08:00 - 21:00


Saturday
08:00 - 21:00","#170 Street 450 | Opposite Russian Market, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 92 600 750
165,Yike Bar And Restaurant,/Restaurant_Review-g293940-d2667243-Reviews-Yike_Bar_And_Restaurant-Phnom_Penh.html,,"Asian, Cambodian","Breakfast, Dinner, Lunch, After-hours","Seating, Waitstaff, Reservations, Serves Alcohol",Child-friendly,,"185 Sisowath Quay, Riverside, Phnom Penh +0855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",92 274 279
166,myBurgerLab Norodom,/Restaurant_Review-g293940-d7811018-Reviews-MyBurgerLab_Norodom-Phnom_Penh.html,US$5,American,"Lunch, Dinner, Brunch","Takeout, Street Parking, Wheelchair Accessible, Serves Alcohol, Free Wifi, Seating, Waitstaff","Groups, Child-friendly","Sunday
10:30 - 21:00


Monday
10:30 - 21:00


Tuesday
10:30 - 21:00


Wednesday
10:30 - 21:00


Thursday
10:30 - 21:00


Friday
10:30 - 21:00


Saturday
10:30 - 21:00","Preah Norodom Boulevard | Sangkat Tonle Bassac, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 99 666 424
167,La Dolce Vita,/Restaurant_Review-g293940-d1220118-Reviews-La_Dolce_Vita-Phnom_Penh.html,,"European, Italian, Pizza","Dinner, Breakfast, Lunch","Takeout, Seating, Waitstaff, Reservations, Serves Alcohol",Cheap Eats,,"78 Ph 93, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",012 610015
168,Karma Restaurant & Bar,/Restaurant_Review-g293940-d2332572-Reviews-Karma_Restaurant_Bar-Phnom_Penh.html,"US$2 -
US$6","European, Asian, Cambodian, Bar, International","Breakfast, Lunch, Dinner, After-hours","Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Free Wifi, Reservations","Cheap Eats, Groups, View, Child-friendly","Sunday
07:00 - 23:00


Monday
07:00 - 23:00


Tuesday
07:00 - 23:00


Wednesday
07:00 - 23:00


Thursday
07:00 - 23:00


Friday
07:00 - 23:00


Saturday
07:00 - 23:00","273c Sisowath Quay | (The Riverside), Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",089 788 841
